commit,author.time_sec,message,name
06fc0be85a62d988cbe0cbf2259951a2b5c706ce,1641319654,"Several updates to tutorials.

- Add buttons for docs compliance. Only the tutorials shown on tensorflow.org/neural_structured_learning have the 'download' button.
- Update the license header to include 'The TensorFlow Neural Structured Learning Authors' for tutorials shown on tf.org for docs compliance.
- Don't include sigmoid/softmax as an activation function for the last layer of the model. Instead change the loss function so that it operates on unscaled logits to avoid numerical instability.
- Update graph_keras_cnn_flowers.ipynb to accept named inputs. This tutorial was broken before.
- Update adversarial_cnn_transfer_learning_fashionmnist.ipynb to use tf.image.resize instead of cv2.resize because the latter doesn't exist in certain environments by default. Also fix an undefined variable error in one of the functions.

PiperOrigin-RevId: 419622832
",tensorflow/neural-structured-learning
06fc0be85a62d988cbe0cbf2259951a2b5c706ce,1641319654,"Several updates to tutorials.

- Add buttons for docs compliance. Only the tutorials shown on tensorflow.org/neural_structured_learning have the 'download' button.
- Update the license header to include 'The TensorFlow Neural Structured Learning Authors' for tutorials shown on tf.org for docs compliance.
- Don't include sigmoid/softmax as an activation function for the last layer of the model. Instead change the loss function so that it operates on unscaled logits to avoid numerical instability.
- Update graph_keras_cnn_flowers.ipynb to accept named inputs. This tutorial was broken before.
- Update adversarial_cnn_transfer_learning_fashionmnist.ipynb to use tf.image.resize instead of cv2.resize because the latter doesn't exist in certain environments by default. Also fix an undefined variable error in one of the functions.

PiperOrigin-RevId: 419622832
",tensorflow/neural-structured-learning
06fc0be85a62d988cbe0cbf2259951a2b5c706ce,1641319654,"Several updates to tutorials.

- Add buttons for docs compliance. Only the tutorials shown on tensorflow.org/neural_structured_learning have the 'download' button.
- Update the license header to include 'The TensorFlow Neural Structured Learning Authors' for tutorials shown on tf.org for docs compliance.
- Don't include sigmoid/softmax as an activation function for the last layer of the model. Instead change the loss function so that it operates on unscaled logits to avoid numerical instability.
- Update graph_keras_cnn_flowers.ipynb to accept named inputs. This tutorial was broken before.
- Update adversarial_cnn_transfer_learning_fashionmnist.ipynb to use tf.image.resize instead of cv2.resize because the latter doesn't exist in certain environments by default. Also fix an undefined variable error in one of the functions.

PiperOrigin-RevId: 419622832
",tensorflow/neural-structured-learning
06fc0be85a62d988cbe0cbf2259951a2b5c706ce,1641319654,"Several updates to tutorials.

- Add buttons for docs compliance. Only the tutorials shown on tensorflow.org/neural_structured_learning have the 'download' button.
- Update the license header to include 'The TensorFlow Neural Structured Learning Authors' for tutorials shown on tf.org for docs compliance.
- Don't include sigmoid/softmax as an activation function for the last layer of the model. Instead change the loss function so that it operates on unscaled logits to avoid numerical instability.
- Update graph_keras_cnn_flowers.ipynb to accept named inputs. This tutorial was broken before.
- Update adversarial_cnn_transfer_learning_fashionmnist.ipynb to use tf.image.resize instead of cv2.resize because the latter doesn't exist in certain environments by default. Also fix an undefined variable error in one of the functions.

PiperOrigin-RevId: 419622832
",tensorflow/neural-structured-learning
06fc0be85a62d988cbe0cbf2259951a2b5c706ce,1641319654,"Several updates to tutorials.

- Add buttons for docs compliance. Only the tutorials shown on tensorflow.org/neural_structured_learning have the 'download' button.
- Update the license header to include 'The TensorFlow Neural Structured Learning Authors' for tutorials shown on tf.org for docs compliance.
- Don't include sigmoid/softmax as an activation function for the last layer of the model. Instead change the loss function so that it operates on unscaled logits to avoid numerical instability.
- Update graph_keras_cnn_flowers.ipynb to accept named inputs. This tutorial was broken before.
- Update adversarial_cnn_transfer_learning_fashionmnist.ipynb to use tf.image.resize instead of cv2.resize because the latter doesn't exist in certain environments by default. Also fix an undefined variable error in one of the functions.

PiperOrigin-RevId: 419622832
",tensorflow/neural-structured-learning
f38e125dcc9405a1be9e59609c99e72935e11cdf,1641347737,"Fix some doc

PiperOrigin-RevId: 419717366
",tensorflow/examples
5dc6e680b73c04326997f8084010910fdf1450b1,1641348608,"fix and example (#1883)

Co-authored-by: Mo Chen <4a9911d2710c6b4b9eb603772fe9d06ca558535e@Mos-MacBook-Pro.local>",NanoComp/meep
bca159013f0074603e76a9ee7148b9e56fc9e774,1641360843,"Fixes #4821 and #4823 (#4822)

* Fixes #4821

* Fixes #4821

also adds notebook testing for rdkit.Chem

* cleanup",greglandrum/rdkit
bca159013f0074603e76a9ee7148b9e56fc9e774,1641360843,"Fixes #4821 and #4823 (#4822)

* Fixes #4821

* Fixes #4821

also adds notebook testing for rdkit.Chem

* cleanup",ptosco/rdkit
bca159013f0074603e76a9ee7148b9e56fc9e774,1641360843,"Fixes #4821 and #4823 (#4822)

* Fixes #4821

* Fixes #4821

also adds notebook testing for rdkit.Chem

* cleanup",bp-kelley/rdkit
bca159013f0074603e76a9ee7148b9e56fc9e774,1641360843,"Fixes #4821 and #4823 (#4822)

* Fixes #4821

* Fixes #4821

also adds notebook testing for rdkit.Chem

* cleanup",rdkit/rdkit
c104e83ef12bbbb94be473aec99c38c17a6ef4ab,1641390574,"[Intro to ML] Fix Typos in Tutorial 1

b/213239462",Kaggle/learntools
33ef647cdafe3f300d01224f53a3766d0cb835e6,1641391665,"Merge pull request #146 from GoogleCloudPlatform/guidedproject2-relpath-fix

fix relative path",GoogleCloudPlatform/asl-ml-immersion
4f7cabf5dd1721eef0ee2e4a4e77f009c3a6eb88,1641402053,Fix grammar nits,google/earthengine-community
6f6d99c32f92bc5fd8413e3f510ae646b4e7fef9,1641404149,Fix output for classes in each experience,ContinualAI/avalanche
90f49f34578d9e6fceabe0cf301c26e6074c8e4b,1641406776,"Fix broken tiny.cc links.

PiperOrigin-RevId: 419859752
",google-research/text-to-text-transfer-transformer
90f49f34578d9e6fceabe0cf301c26e6074c8e4b,1641406776,"Fix broken tiny.cc links.

PiperOrigin-RevId: 419859752
",google-research/text-to-text-transfer-transformer
cb5904d197d6f3f730f9d4dbe67137a0ed09cd0f,1641438286,"adding traffic forecasting example (#761)

* added example .py file

* addressed reviews

* Copyedits

* fixing docstrings and styling issues

* add backticks around function args in docstrings

* added generated files

Co-authored-by: François Chollet <1e82ef9d5a20d45e79de7bd04e4afc209ce8ce63@gmail.com>",keras-team/keras-io
ecf3596d9dc51a854e1034ea65bff1fab1dba550,1641508552,"Code for constructing and fitting Gaussian mixture models using EM.
We parameterize component covariances using their Cholesky decomposition.

PiperOrigin-RevId: 420146362
",google-research/ott
90f03dc89e37858cba063bb6e8cdbb292ccdf5f9,1641560059,"Merge pull request #871 from niniack/master

Fix bug in Zero to Hero Benchmarks Tutorial",ContinualAI/avalanche
5307440674625f9201e7faa9a060984d9ac44a87,1641770838,"Edits to the GauGAN example (#767)

* fix: label indices during dataset construction

* chore: added generated files.",keras-team/keras-io
f235d32225c3e7c66ccf6288af43fbbddcc007c1,1641818248,"DOC: Fix typo
",pmgbergen/porepy
78977d6f5ab33012fa7171bb744190efa4a2e9c8,1641820797,"fix broken links and update texts in thinking_in_jax.ipynb
",google/jax
8066aec455ae3d2888198380efe6e9f08ef8d552,1641826132,"- moving some error functions from problem and geometry to the more specific locations they should be, on the algorithmic side (here Sinkhorn and SinkhornLR as done previously).
- In that move, some functions that are specific to compute objective (and gradient of) objective of unbalanced problems moved to a new file, unbalanced_functions
- changing the definition of outputs for Sinkhorn and LRSinkhorn, to hold, instead of the  geometry objecty an ot_prob. This follows more closely the transport.Transport template. With this modification, it is now possible to plot the output of either algorithm directly using the plot.py functions.

PiperOrigin-RevId: 420749396
",google-research/ott
23bc22c2f152a3ad292c9d3e67672b987d90b187,1641840896,"chore(components): Fix hp_tuning_job_sample.ipynb

PiperOrigin-RevId: 420803470
",kubeflow/pipelines
f405c109e28d197901c3f0eb88084da6ddc1ee9a,1641848884,"fix: git links (#206)

* https://github.com/GoogleCloudPlatform/vertex-ai-samples.git
'

* feat: updates

* feat: add BQML components

* fix: git links

* fix: git links",GoogleCloudPlatform/vertex-ai-samples
f405c109e28d197901c3f0eb88084da6ddc1ee9a,1641848884,"fix: git links (#206)

* https://github.com/GoogleCloudPlatform/vertex-ai-samples.git
'

* feat: updates

* feat: add BQML components

* fix: git links

* fix: git links",GoogleCloudPlatform/vertex-ai-samples
f405c109e28d197901c3f0eb88084da6ddc1ee9a,1641848884,"fix: git links (#206)

* https://github.com/GoogleCloudPlatform/vertex-ai-samples.git
'

* feat: updates

* feat: add BQML components

* fix: git links

* fix: git links",GoogleCloudPlatform/vertex-ai-samples
f405c109e28d197901c3f0eb88084da6ddc1ee9a,1641848884,"fix: git links (#206)

* https://github.com/GoogleCloudPlatform/vertex-ai-samples.git
'

* feat: updates

* feat: add BQML components

* fix: git links

* fix: git links",GoogleCloudPlatform/vertex-ai-samples
f405c109e28d197901c3f0eb88084da6ddc1ee9a,1641848884,"fix: git links (#206)

* https://github.com/GoogleCloudPlatform/vertex-ai-samples.git
'

* feat: updates

* feat: add BQML components

* fix: git links

* fix: git links",GoogleCloudPlatform/vertex-ai-samples
f405c109e28d197901c3f0eb88084da6ddc1ee9a,1641848884,"fix: git links (#206)

* https://github.com/GoogleCloudPlatform/vertex-ai-samples.git
'

* feat: updates

* feat: add BQML components

* fix: git links

* fix: git links",GoogleCloudPlatform/vertex-ai-samples
f405c109e28d197901c3f0eb88084da6ddc1ee9a,1641848884,"fix: git links (#206)

* https://github.com/GoogleCloudPlatform/vertex-ai-samples.git
'

* feat: updates

* feat: add BQML components

* fix: git links

* fix: git links",GoogleCloudPlatform/vertex-ai-samples
f405c109e28d197901c3f0eb88084da6ddc1ee9a,1641848884,"fix: git links (#206)

* https://github.com/GoogleCloudPlatform/vertex-ai-samples.git
'

* feat: updates

* feat: add BQML components

* fix: git links

* fix: git links",GoogleCloudPlatform/vertex-ai-samples
f405c109e28d197901c3f0eb88084da6ddc1ee9a,1641848884,"fix: git links (#206)

* https://github.com/GoogleCloudPlatform/vertex-ai-samples.git
'

* feat: updates

* feat: add BQML components

* fix: git links

* fix: git links",GoogleCloudPlatform/vertex-ai-samples
f405c109e28d197901c3f0eb88084da6ddc1ee9a,1641848884,"fix: git links (#206)

* https://github.com/GoogleCloudPlatform/vertex-ai-samples.git
'

* feat: updates

* feat: add BQML components

* fix: git links

* fix: git links",GoogleCloudPlatform/vertex-ai-samples
f405c109e28d197901c3f0eb88084da6ddc1ee9a,1641848884,"fix: git links (#206)

* https://github.com/GoogleCloudPlatform/vertex-ai-samples.git
'

* feat: updates

* feat: add BQML components

* fix: git links

* fix: git links",GoogleCloudPlatform/vertex-ai-samples
f405c109e28d197901c3f0eb88084da6ddc1ee9a,1641848884,"fix: git links (#206)

* https://github.com/GoogleCloudPlatform/vertex-ai-samples.git
'

* feat: updates

* feat: add BQML components

* fix: git links

* fix: git links",GoogleCloudPlatform/vertex-ai-samples
f405c109e28d197901c3f0eb88084da6ddc1ee9a,1641848884,"fix: git links (#206)

* https://github.com/GoogleCloudPlatform/vertex-ai-samples.git
'

* feat: updates

* feat: add BQML components

* fix: git links

* fix: git links",GoogleCloudPlatform/vertex-ai-samples
f405c109e28d197901c3f0eb88084da6ddc1ee9a,1641848884,"fix: git links (#206)

* https://github.com/GoogleCloudPlatform/vertex-ai-samples.git
'

* feat: updates

* feat: add BQML components

* fix: git links

* fix: git links",GoogleCloudPlatform/vertex-ai-samples
f405c109e28d197901c3f0eb88084da6ddc1ee9a,1641848884,"fix: git links (#206)

* https://github.com/GoogleCloudPlatform/vertex-ai-samples.git
'

* feat: updates

* feat: add BQML components

* fix: git links

* fix: git links",GoogleCloudPlatform/vertex-ai-samples
f405c109e28d197901c3f0eb88084da6ddc1ee9a,1641848884,"fix: git links (#206)

* https://github.com/GoogleCloudPlatform/vertex-ai-samples.git
'

* feat: updates

* feat: add BQML components

* fix: git links

* fix: git links",GoogleCloudPlatform/vertex-ai-samples
f405c109e28d197901c3f0eb88084da6ddc1ee9a,1641848884,"fix: git links (#206)

* https://github.com/GoogleCloudPlatform/vertex-ai-samples.git
'

* feat: updates

* feat: add BQML components

* fix: git links

* fix: git links",GoogleCloudPlatform/vertex-ai-samples
f405c109e28d197901c3f0eb88084da6ddc1ee9a,1641848884,"fix: git links (#206)

* https://github.com/GoogleCloudPlatform/vertex-ai-samples.git
'

* feat: updates

* feat: add BQML components

* fix: git links

* fix: git links",GoogleCloudPlatform/vertex-ai-samples
f405c109e28d197901c3f0eb88084da6ddc1ee9a,1641848884,"fix: git links (#206)

* https://github.com/GoogleCloudPlatform/vertex-ai-samples.git
'

* feat: updates

* feat: add BQML components

* fix: git links

* fix: git links",GoogleCloudPlatform/vertex-ai-samples
0a87b5a793b4226898406d53888c48ec683e9c09,1641892924,"Merge pull request #1990 from MaoXianXin:typo_fix

PiperOrigin-RevId: 420965444
",tensorflow/docs
0a87b5a793b4226898406d53888c48ec683e9c09,1641892924,"Merge pull request #1990 from MaoXianXin:typo_fix

PiperOrigin-RevId: 420965444
",tensorflow/docs
0a87b5a793b4226898406d53888c48ec683e9c09,1641892924,"Merge pull request #1990 from MaoXianXin:typo_fix

PiperOrigin-RevId: 420965444
",tensorflow/docs
0a87b5a793b4226898406d53888c48ec683e9c09,1641892924,"Merge pull request #1990 from MaoXianXin:typo_fix

PiperOrigin-RevId: 420965444
",tensorflow/docs
0a87b5a793b4226898406d53888c48ec683e9c09,1641892924,"Merge pull request #1990 from MaoXianXin:typo_fix

PiperOrigin-RevId: 420965444
",tensorflow/docs
61f25027d3190271199b410d462c71786aa63989,1641895212,"Fix issue #20.

With recent versions of networkx, `graph.successors` does not return a list
anymore. This diff fixes the ChoiceRank tutorial notebook to account for that.
",lucasmaystre/choix
70b2c5d17a70fca8ee0d753b1ae4a4dea72cdb48,1641926210,"fixing typo latex 3.4 nbook principal components
",ITAM-DS/analisis-numerico-computo-cientifico
4f3a92e830cd74abb7b8496f7777868dfde338d2,1641944396,"fixing stopping criterio for PBL algorithm 4.5 nbook
",ITAM-DS/analisis-numerico-computo-cientifico
b17d8592f7a5dbb92833ca297399ef4a347ab92a,1641948520,"def of symmetric, semidefinite, definite matrix in 1.3
",ITAM-DS/analisis-numerico-computo-cientifico
bcaa6784e37e668e6ae35f1948cfae68bef4a2a3,1641948671,"removing def of symmetric, semidefinite, definite matrix in 2.4 nbook
",ITAM-DS/analisis-numerico-computo-cientifico
9992652983ed25ae756e40e4acfe8a3c75c132e3,1641998666,"corrige print preview error
",sylvchev/coursIntroPython
813fdc1bae467d48b380d5e0d2c9475559c588b9,1642007053,"Fix notebook, avoid running coroutines in scheduler. Add typing in tests and others
",jdfekete/progressivis
813fdc1bae467d48b380d5e0d2c9475559c588b9,1642007053,"Fix notebook, avoid running coroutines in scheduler. Add typing in tests and others
",jdfekete/progressivis
813fdc1bae467d48b380d5e0d2c9475559c588b9,1642007053,"Fix notebook, avoid running coroutines in scheduler. Add typing in tests and others
",jdfekete/progressivis
d2b2c60803b39e529d539b0d80600977c9ebb1b2,1642008700,"Add: Train ViT on small datasets (#766)

* add: training vit on small datasets

* chore: review 1

* fix: black formatting

* Copyedits

* add: autogenerated files

Co-authored-by: François Chollet <1e82ef9d5a20d45e79de7bd04e4afc209ce8ce63@gmail.com>",keras-team/keras-io
e436e4aab3b0f9039f49b6d17d480177228e371e,1642009765,"fixing indents in block of comments 6.1
",ITAM-DS/analisis-numerico-computo-cientifico
f08bb50bfa9f6cf2de1f3f78f76e1aee4a78735d,1642028867,"Merge pull request #8869 from mbmccoy:issue8744

PiperOrigin-RevId: 421404424
",google/jax
d1f6f1a3f5fa565f8b602168ccd2fb0ceaa667f9,1642032347,"fixing new lines in gradient and Newtons method 6.1
",ITAM-DS/analisis-numerico-computo-cientifico
252295ed386f0e105eaef07a1324655026fd2bd0,1642033371,"Corrected issues with image size in TiledGradients of deepdream tutorial notebook
",tensorflow/docs
ee6088957d4bfa86dfae68f3e89e0030053c558a,1642038683,"Update Swivel sample and Matching Engine sample (#193)

* Update swivel and matchine engine samples

* Fix lint

* format notebooks

* fix lint

* fix lint

* upgrade google-python-api-client for testing pipeline

* upgrade google-api-core for testing pipeline

* install tensorflow after other required packages

* fix lint

* upgrade google-auth for testing

* install tensorflow in testing env

* upgrade pip with user flag

* remove kfp as a dependency

* separate matching engine notebook into another commit

* fix service account extraction

* service account is optional so comment it

* submit pipeline without specifying service account

* clarify how TensorBoard relates to Vertex ML metadata

* add reference to Vertex ML metadata

* fix typo

Co-authored-by: Andrew Ferlitsch <d97c909bd7ca5b3ac6471eeec2d26f80c555a20c@google.com>",GoogleCloudPlatform/vertex-ai-samples
251b0d659e9a0a493fc4853b4838132b26c5b277,1642055934,Fix formatting,tensorflow/docs
e1db5f160239acaac96e81bade6da056fcee0f5a,1642056128,"Fix model path in gpt2 notebook

Signed-off-by: Rajeev Rao <19c92b5a16bf20c576205f71d12c68705f41f65b@nvidia.com>
",NVIDIA/TensorRT
7c302081253667070beea57ac2542829a1323f88,1642062135,"Fix demobert script error and benchmark failure

Signed-off-by: Rajeev Rao <19c92b5a16bf20c576205f71d12c68705f41f65b@nvidia.com>
",NVIDIA/TensorRT
7c302081253667070beea57ac2542829a1323f88,1642062135,"Fix demobert script error and benchmark failure

Signed-off-by: Rajeev Rao <19c92b5a16bf20c576205f71d12c68705f41f65b@nvidia.com>
",NVIDIA/TensorRT
085b5cba9bb3dc30b0e7789852d32b9d93e3f5ea,1642066049,"Schmidt fit fix
",siberianisaev/NeutronBarrel
085b5cba9bb3dc30b0e7789852d32b9d93e3f5ea,1642066049,"Schmidt fit fix
",siberianisaev/NeutronBarrel
db43888d84f22538c8ceed9e2508ec2e3822144f,1642069473,"fix
",siberianisaev/NeutronBarrel
db43888d84f22538c8ceed9e2508ec2e3822144f,1642069473,"fix
",siberianisaev/NeutronBarrel
a63b10e372083564c44bc7bb3370e1431ffc3607,1642070208,"fix times.ipynb
",siberianisaev/NeutronBarrel
a63b10e372083564c44bc7bb3370e1431ffc3607,1642070208,"fix times.ipynb
",siberianisaev/NeutronBarrel
b4faf16faab7f6e6c9a01340a81240894249ce26,1642094087,"obs of Newtons decrement in case identity matrix 4.5
",ITAM-DS/analisis-numerico-computo-cientifico
241c3c63d0698d430be29d2de4f6731e23c88e36,1642094495,"fixing comment regarding steepest descent and Newtons method relation 6.1
",ITAM-DS/analisis-numerico-computo-cientifico
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4aa299314284a8ec0e7c34b4d132535ed7a9a3ec,1642096430,Merge branch 'dev' into minor_refactors_and_fixes,OpenMined/PySyft
4646f916846c182a08a718fe28b74156f9d2da97,1642100422,"Lower comparison precision in fused lstm example to avoid numeric instability issue.

PiperOrigin-RevId: 421609892
Change-Id: Ic561bba2a12c44d8d26fb93bdb5745cf9b1814df
",Intel-tensorflow/tensorflow
4646f916846c182a08a718fe28b74156f9d2da97,1642100422,"Lower comparison precision in fused lstm example to avoid numeric instability issue.

PiperOrigin-RevId: 421609892
Change-Id: Ic561bba2a12c44d8d26fb93bdb5745cf9b1814df
",yongtang/tensorflow
4646f916846c182a08a718fe28b74156f9d2da97,1642100422,"Lower comparison precision in fused lstm example to avoid numeric instability issue.

PiperOrigin-RevId: 421609892
Change-Id: Ic561bba2a12c44d8d26fb93bdb5745cf9b1814df
",paolodedios/tensorflow
4646f916846c182a08a718fe28b74156f9d2da97,1642100422,"Lower comparison precision in fused lstm example to avoid numeric instability issue.

PiperOrigin-RevId: 421609892
Change-Id: Ic561bba2a12c44d8d26fb93bdb5745cf9b1814df
",karllessard/tensorflow
4646f916846c182a08a718fe28b74156f9d2da97,1642100422,"Lower comparison precision in fused lstm example to avoid numeric instability issue.

PiperOrigin-RevId: 421609892
Change-Id: Ic561bba2a12c44d8d26fb93bdb5745cf9b1814df
",tensorflow/tensorflow-experimental_link_static_libraries_once
4646f916846c182a08a718fe28b74156f9d2da97,1642100422,"Lower comparison precision in fused lstm example to avoid numeric instability issue.

PiperOrigin-RevId: 421609892
Change-Id: Ic561bba2a12c44d8d26fb93bdb5745cf9b1814df
",tensorflow/tensorflow-pywrap_saved_model
4646f916846c182a08a718fe28b74156f9d2da97,1642100422,"Lower comparison precision in fused lstm example to avoid numeric instability issue.

PiperOrigin-RevId: 421609892
Change-Id: Ic561bba2a12c44d8d26fb93bdb5745cf9b1814df
",tensorflow/tensorflow
4646f916846c182a08a718fe28b74156f9d2da97,1642100422,"Lower comparison precision in fused lstm example to avoid numeric instability issue.

PiperOrigin-RevId: 421609892
Change-Id: Ic561bba2a12c44d8d26fb93bdb5745cf9b1814df
",Intel-Corporation/tensorflow
4646f916846c182a08a718fe28b74156f9d2da97,1642100422,"Lower comparison precision in fused lstm example to avoid numeric instability issue.

PiperOrigin-RevId: 421609892
Change-Id: Ic561bba2a12c44d8d26fb93bdb5745cf9b1814df
",gautam1858/tensorflow
